YearMonth,Año,Month,Business,Vertical,Subvertical,Platform,Zona,Pais,Partner,Revenue LC,Revenue Jug,Revenue OP,Revenue MC,Volumen,Volumen Jug,Volumen OP,Volumen MC,Orders,Transactions,Consumer Buyers,# Rutas,Freq Visita,Bajas Hogares,Altas Hogares,Eficiencia de visita (%), Eficacia de visita (%),Share Canales CCETH,Mix Retornables,Mix Single Serve,HH/dia/ruta,DATE,YTD,ID
202301,2023,1,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202301,2023,1,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202301,2023,1,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202301,2023,1,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202302,2023,2,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202302,2023,2,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202302,2023,2,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202302,2023,2,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202302,2023,2,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202302,2023,2,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202302,2023,2,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202302,2023,2,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202302,2023,2,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202302,2023,2,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202302,2023,2,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202302,2023,2,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202302,2023,2,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202302,2023,2,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202302,2023,2,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202302,2023,2,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202302,2023,2,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202302,2023,2,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202302,2023,2,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202302,2023,2,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202302,2023,2,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202303,2023,3,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202303,2023,3,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202303,2023,3,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202303,2023,3,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202303,2023,3,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202303,2023,3,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202303,2023,3,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202303,2023,3,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202303,2023,3,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202303,2023,3,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202303,2023,3,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202303,2023,3,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202303,2023,3,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202303,2023,3,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202303,2023,3,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202303,2023,3,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202303,2023,3,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202303,2023,3,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202303,2023,3,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202303,2023,3,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202303,2023,3,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202304,2023,4,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202304,2023,4,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202304,2023,4,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202304,2023,4,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202304,2023,4,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202304,2023,4,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202304,2023,4,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202304,2023,4,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202304,2023,4,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202304,2023,4,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202304,2023,4,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202304,2023,4,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202304,2023,4,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202304,2023,4,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202304,2023,4,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202304,2023,4,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202304,2023,4,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202304,2023,4,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202304,2023,4,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202304,2023,4,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202304,2023,4,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202305,2023,5,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202305,2023,5,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202305,2023,5,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202305,2023,5,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202305,2023,5,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202305,2023,5,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202305,2023,5,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202305,2023,5,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202305,2023,5,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202305,2023,5,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202305,2023,5,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202305,2023,5,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202305,2023,5,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202305,2023,5,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202305,2023,5,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202305,2023,5,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202305,2023,5,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202305,2023,5,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202305,2023,5,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202305,2023,5,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202305,2023,5,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202306,2023,6,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202306,2023,6,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202306,2023,6,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202306,2023,6,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202306,2023,6,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202306,2023,6,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202306,2023,6,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202306,2023,6,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202306,2023,6,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202306,2023,6,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202306,2023,6,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202306,2023,6,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202306,2023,6,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202306,2023,6,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202306,2023,6,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202306,2023,6,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202306,2023,6,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202306,2023,6,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202306,2023,6,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202306,2023,6,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202306,2023,6,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202307,2023,7,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202307,2023,7,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202307,2023,7,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202307,2023,7,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202307,2023,7,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202307,2023,7,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202307,2023,7,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202307,2023,7,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202307,2023,7,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202307,2023,7,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202307,2023,7,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202307,2023,7,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202307,2023,7,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202307,2023,7,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202307,2023,7,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202307,2023,7,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202307,2023,7,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202307,2023,7,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202307,2023,7,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202307,2023,7,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202307,2023,7,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202308,2023,8,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202308,2023,8,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202308,2023,8,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202308,2023,8,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202308,2023,8,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202308,2023,8,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202308,2023,8,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202308,2023,8,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202308,2023,8,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202308,2023,8,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202308,2023,8,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202308,2023,8,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202308,2023,8,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202308,2023,8,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202308,2023,8,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202308,2023,8,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202308,2023,8,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202308,2023,8,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202308,2023,8,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202308,2023,8,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202308,2023,8,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202309,2023,9,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202309,2023,9,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202309,2023,9,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202309,2023,9,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202309,2023,9,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202309,2023,9,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202309,2023,9,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202309,2023,9,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202309,2023,9,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202309,2023,9,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202309,2023,9,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202309,2023,9,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202309,2023,9,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202309,2023,9,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202309,2023,9,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202309,2023,9,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202309,2023,9,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202309,2023,9,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202309,2023,9,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202309,2023,9,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202309,2023,9,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202310,2023,10,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202310,2023,10,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202310,2023,10,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202310,2023,10,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202310,2023,10,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202310,2023,10,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202310,2023,10,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202310,2023,10,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202310,2023,10,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202310,2023,10,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202310,2023,10,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202310,2023,10,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202310,2023,10,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202310,2023,10,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202310,2023,10,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202310,2023,10,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202310,2023,10,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202310,2023,10,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202310,2023,10,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202310,2023,10,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202310,2023,10,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202311,2023,11,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202311,2023,11,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202311,2023,11,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202311,2023,11,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202311,2023,11,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202311,2023,11,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202311,2023,11,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202311,2023,11,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202311,2023,11,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202311,2023,11,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202311,2023,11,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202311,2023,11,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202311,2023,11,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202311,2023,11,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202311,2023,11,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202311,2023,11,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202311,2023,11,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202311,2023,11,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202311,2023,11,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202311,2023,11,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202311,2023,11,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202312,2023,12,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202312,2023,12,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202312,2023,12,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
