YearMonth,Año,Month,Business,Vertical,Subvertical,Platform,Zona,Pais,Partner,Revenue LC,Revenue Jug,Revenue OP,Revenue MC,Volumen,Volumen Jug,Volumen OP,Volumen MC,Orders,Transactions,Consumer Buyers,# Rutas,Freq Visita,Bajas Hogares,Altas Hogares,Eficiencia de visita (%), Eficacia de visita (%),Share Canales CCETH,Mix Retornables,Mix Single Serve,HH/dia/ruta,DATE,YTD,ID
202203,2022,3,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202203,2022,3,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202203,2022,3,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202203,2022,3,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202203,2022,3,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202203,2022,3,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202203,2022,3,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202203,2022,3,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202203,2022,3,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202203,2022,3,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202203,2022,3,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202204,2022,4,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202204,2022,4,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202204,2022,4,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202204,2022,4,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202204,2022,4,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202204,2022,4,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202204,2022,4,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202204,2022,4,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202204,2022,4,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202204,2022,4,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202204,2022,4,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202204,2022,4,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202204,2022,4,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202204,2022,4,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202204,2022,4,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202204,2022,4,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202204,2022,4,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202204,2022,4,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202204,2022,4,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202204,2022,4,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202204,2022,4,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202205,2022,5,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202205,2022,5,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202205,2022,5,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202205,2022,5,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202205,2022,5,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202205,2022,5,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202205,2022,5,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202205,2022,5,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202205,2022,5,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202205,2022,5,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202205,2022,5,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202205,2022,5,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202205,2022,5,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202205,2022,5,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202205,2022,5,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202205,2022,5,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202205,2022,5,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202205,2022,5,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202205,2022,5,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202205,2022,5,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202205,2022,5,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202206,2022,6,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202206,2022,6,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202206,2022,6,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202206,2022,6,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202206,2022,6,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202206,2022,6,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202206,2022,6,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202206,2022,6,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202206,2022,6,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202206,2022,6,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202206,2022,6,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202206,2022,6,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202206,2022,6,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202206,2022,6,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202206,2022,6,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202206,2022,6,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202206,2022,6,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202206,2022,6,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202206,2022,6,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202206,2022,6,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202206,2022,6,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202207,2022,7,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202207,2022,7,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202207,2022,7,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202207,2022,7,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202207,2022,7,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202207,2022,7,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202207,2022,7,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202207,2022,7,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202207,2022,7,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202207,2022,7,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202207,2022,7,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202207,2022,7,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202207,2022,7,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202207,2022,7,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202207,2022,7,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202207,2022,7,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202207,2022,7,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202207,2022,7,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202207,2022,7,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202207,2022,7,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202207,2022,7,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202208,2022,8,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202208,2022,8,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202208,2022,8,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202208,2022,8,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202208,2022,8,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202208,2022,8,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202208,2022,8,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202208,2022,8,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202208,2022,8,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202208,2022,8,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202208,2022,8,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202208,2022,8,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202208,2022,8,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202208,2022,8,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202208,2022,8,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202208,2022,8,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202208,2022,8,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202208,2022,8,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202208,2022,8,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202208,2022,8,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202208,2022,8,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202209,2022,9,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202209,2022,9,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202209,2022,9,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202209,2022,9,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202209,2022,9,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202209,2022,9,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202209,2022,9,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202209,2022,9,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202209,2022,9,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202209,2022,9,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202209,2022,9,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202209,2022,9,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202209,2022,9,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202209,2022,9,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202209,2022,9,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202209,2022,9,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202209,2022,9,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202209,2022,9,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202209,2022,9,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202209,2022,9,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202209,2022,9,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202210,2022,10,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202210,2022,10,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202210,2022,10,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202210,2022,10,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202210,2022,10,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202210,2022,10,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202210,2022,10,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202210,2022,10,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202210,2022,10,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202210,2022,10,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202210,2022,10,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202210,2022,10,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202210,2022,10,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202210,2022,10,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202210,2022,10,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202210,2022,10,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202210,2022,10,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202210,2022,10,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202210,2022,10,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202210,2022,10,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202210,2022,10,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202211,2022,11,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202211,2022,11,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202211,2022,11,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202211,2022,11,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202211,2022,11,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202211,2022,11,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202211,2022,11,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202211,2022,11,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202211,2022,11,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202211,2022,11,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202211,2022,11,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202211,2022,11,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202211,2022,11,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202211,2022,11,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202211,2022,11,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202211,2022,11,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202211,2022,11,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202211,2022,11,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202211,2022,11,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202211,2022,11,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202211,2022,11,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202212,2022,12,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202212,2022,12,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202212,2022,12,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202212,2022,12,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202212,2022,12,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202212,2022,12,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202212,2022,12,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202212,2022,12,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202212,2022,12,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202212,2022,12,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202212,2022,12,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202212,2022,12,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202212,2022,12,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202212,2022,12,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202212,2022,12,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202212,2022,12,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202212,2022,12,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202212,2022,12,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202212,2022,12,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202212,2022,12,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202212,2022,12,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner7,,,,,,,,,,,,,,,,,,,,,,,,
202301,2023,1,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202301,2023,1,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202301,2023,1,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner1,,,,,,,,,,,,,,,,,,,,,,,,
202301,2023,1,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202301,2023,1,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202301,2023,1,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner2,,,,,,,,,,,,,,,,,,,,,,,,
202301,2023,1,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202301,2023,1,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202301,2023,1,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner3,,,,,,,,,,,,,,,,,,,,,,,,
202301,2023,1,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202301,2023,1,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202301,2023,1,PF,Direct To Consumer ,total,Platform Name,North,MX,Partner4,,,,,,,,,,,,,,,,,,,,,,,,
202301,2023,1,PF,Direct To Consumer ,offline,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202301,2023,1,PF,Direct To Consumer ,online,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202301,2023,1,PF,Direct To Consumer ,total,Platform Name,South,MX,Partner5,,,,,,,,,,,,,,,,,,,,,,,,
202301,2023,1,PF,Direct To Consumer ,offline,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
202301,2023,1,PF,Direct To Consumer ,online,Platform Name,North,MX,Partner6,,,,,,,,,,,,,,,,,,,,,,,,
